﻿﻿﻿url,time,text,posttime,crawled_time,attachment_link,attachment_img,attachment_img_alt,attachment_title,attachment_brief
"https://www.facebook.com/gogogoeball/posts/10156530049821270","1562198160","早安！

 昨天立法院三讀修正《 #兩岸人民關係條例》，規範少將以上的退伍將領、還有涉密的各類人員，終生不得參加中共相關政治活動。

 「#永矢忠貞
」是憲兵的格言，絕大多數的軍人和退休將領，都是終身對國家效忠、用一生為國家奉獻。也正因為如此，向中國國旗敬禮、跑去唱中國國歌，或做出妨害台灣國家利益和尊嚴的行為，更應該嚴厲禁止。情節重大者，可以剝奪月退俸，或罰1000萬元。

 愛護國家不只是軍人的天職，更是每個國民的責任，這是我們的國家，讓我們一起愛惜他。

 #繼續衝 #繼續拚
#國家繼續向前進

 --
請訂閱蘇貞昌的Youtube頻道，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下蘇貞昌的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10156539708591270","1562568960","台灣人能在自己的國家、自己的土地上掙脫威權，卻要面對要更大的威權企圖前來。40年前的軍法大審，就是台灣人在森森鐵牢前，拿出勇氣與青春創造歷史的關鍵。

 這幾年，政府陸續平復過往不法的刑事有罪判決，這是在好幾代台灣人追求公平正義的路上，立一座堅定的里程碑。但這不會是這段迢迢長路的終點。

 「番薯不怕落土爛，只求枝葉代代傳」，要踏一片地、守住一片天，台灣人就要堅定、要清楚、要勇敢、要堅毅。看看其他國家的例子，看看自己的歷史，守住我們的自由與民主。

 #繼續衝 #繼續拚
#國家繼續向前進

 --
請訂閱蘇貞昌的Youtube頻道，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下蘇貞昌的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10156691862651270","1567904184","照顧肺葉，也要照顧產業。
投資未來、一起迎向新時代！

 
政府除了持續推動新購電動機車、汰換老舊機車換新的補助以外，更要開課輔導既有的機車行教大家維修電動車。另外，對於符合最新環保標準的燃油車，政府一樣補助推廣，維持廣大機車業者的生計。投資未來、也照顧我們長年一起打拚的車行夥伴！

 💰補助有多少，一張圖讓您知道：","1567904184","1578287619","/gogogoeball/photos/a.186955736269/10156691859636270/?type=3&eid=ARAlN2YCNTU4P7OS44383P6cPBVQsPbwpHzbM4IJXXmEMBPEhHSsH0w8hMY-ww1GD98OnB7Qc53Ommb1&__xts__%5B0%5D=68.ARAlifRbpzoNqwSdCyscofm63Bo2S5GdRwoB4IXuA1SE65rUwKxYYJIdLrGhZ3iXGs02qD7K5x_gJHmz7-ycxoiH_WwVE2xOGujkI3exXNwvoBgcSK3dDB1C7zoeAkBYmrh1IbTYFnANq4-cd_39ozan69_CfRS51bbtAzbYwdGWmU-Nb2d0mhgrNDwKi6OD3RXWjpUQFw3D2jZ_fC17HZk1M33cti5irj9waVPi5SVgyH5yy9fU1fvSGATHPkJ-SyIzdQ_AFfi9MaXVR_Vl_zk_fCF960taIfgeFCWEsarhX-zt2qi8NAfRd2s0spbUUVgPGuadzNTNWpyelw&__tn__=EEHH-R","https://scontent-arn2-1.xx.fbcdn.net/v/t1.0-0/p526x296/69678381_10156691859641270_8622940659755515904_o.jpg?_nc_cat=102&_nc_ohc=r7BrWxslBBoAQnfYXhgPXhw7HRceZJuuZXflCDTJJ0Ujn2El59FSskFDA&_nc_ht=scontent-arn2-1.xx&oh=36a1295c1dfba857b7b920040c54d92a&oe=5E930944","undefined","",""
"https://www.facebook.com/gogogoeball/posts/10156431902521270","1558700340","💓 2019 #貨物稅條例 全新三讀到港💓

 ★ 尚經濟：大柴油車 #舊換新補助 
💡舊版5萬 新版最高40萬💡
💡2017/8/18後都能申請💡
★ 尚環保：節能家電可申請 #退還貨物稅
💡電冰箱 冷暖氣機 除濕機💡
💡每台最高省2000元💡

 辛勞的司機大哥大姐，各位學長學姊，今天有一部新法令三讀。

 政府感謝大家拚經濟的貢獻，也要為減輕空汙做努力，所以改用 #鼓勵取代處罰 
，讓老車汰舊換新。而國人同胞購買節能電器，每台最高省兩千。愛護地球，也照顧你的錢包，讓我們一起繼續打拚！

 #繼續衝 #繼續拚
#台灣繼續向前進

 --

 請訂閱蘇貞昌的Youtube頻道，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下蘇貞昌的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10156436432596270","1558850580","各位鄉親週末平安，除了提醒您不丹就在喜馬拉雅山旁，瑞士是聯合國會員國，還要跟您報告三件事：

 1. 同婚專法施行，家庭價值不改變

 2.印花稅該改革，地方財源不改變

 3.中央力挺地方，建設高雄不改變

 時代正在改變、台灣正在改變，但政府用心讓台灣更好，這點從來不改變，不會忽略少數族群的權益、不會因減稅造成地方負擔、更不會花心思去卡誰。

 時代變得越快，政府就更應該負起責任、拿出勇氣，做出改變，讓台灣迎向時代，也讓世界都看見。

 #繼續衝 #繼續拚
#國家繼續向前進

 --

 請訂閱蘇貞昌的Youtube頻道，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下蘇貞昌的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10156453490941270","1559480580","明天六月三號是聯合國訂定的「世界自行車日」，但早在12年前，行政院就訂了五月五日是「台灣自行車日」，推廣自行車運動，台灣其實比聯合國還要早了十幾年。

 
這是因為自行車對台灣人實在重要，一台文武車，過去是一家子人的經濟支柱、現在則是台灣人戶外生活的重要台柱。政府推廣自行車運動、鋪設自行車道，是為了串起旅遊廊帶的靈魂，帶動旅客進來，騎著單車馳騁台灣山海。十幾年來，福隆的觀光發展就是最好的見證。

 政府努力為您鋪路，邀請您一起騎上鐵馬，聞一聞新割的草香，看一看美麗的風景，看看我們的台灣。

 #繼續衝 #繼續拚
#腳踏車繼續向前進

 --

 來訂閱我的ig
https://www.instagram.com/eballgogogo/

 加一下我的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10155745007236270","1532081765","","[Error]: TypeError: Cannot read property 'attribs' of undefined","1578203230","undefined","undefined","undefined","undefined","undefined"
"https://www.facebook.com/gogogoeball/posts/10156306779696270","1554077220","4/1是眾所矚目的重大節日，世界各地都有慶祝活動。行政院也選在今天宣布多項新政策、新活動，請國人同胞支持。

 假作真時真亦假，在真假難分的時代，您值得真材實料的對待。

 #繼續衝 #繼續拚
#國家繼續向前進

 --

 請訂閱我的Youtube，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下我的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10156419760581270","1558257960","有您的打拚，台灣經濟成長可望 #重回亞洲四小龍之首。

 政府的首要任務是拚經濟， #股市萬點持續最久 、 #台商踴躍回台 是現在進行式，政府也推動 #有感減稅 、三年來提高三次 #基本工資 
，就是要確保全民共享經濟果實。

 我帶領的行政團隊不用怕犯錯，但一定要即時調整，盡快回應。經濟、文化、民生、主權，各方面趕快調整到好、做到好，就是要讓您知道，您在乎的，政府都在替您顧。

 #繼續衝 #繼續拚
#國家繼續向前進

 --

 請訂閱蘇貞昌的Youtube頻道，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下蘇貞昌的Line
http://line.me/ti/p/@eballgogogo","","","","","","",""
"https://www.facebook.com/gogogoeball/posts/10156656456316270","1566627096","我們是一個國家，救災防災時就是同一個團隊。不分縣市、不分黨派，克盡職責就是人民對我們的期待。

 今天早上，我打給南高屏的 黃偉哲 、 韓國瑜、 潘孟安 縣市長，也跟花東兩縣的災害應變中心通了電話。

 #颱風 #白鹿 直撲南台灣，我今天早上進駐中央災害應變中心，掌握防災狀況。我也特別要求各縣市首長，謹慎防颱之餘，要特別注意在外執勤同仁的人身安全。

 一起堅守崗位，帶領團隊盡心防災，希望能一起把災害降到最小、把國民顧到最好。

 #繼續衝 #繼續拚
#國家繼續向前進

 --
請訂閱蘇貞昌的Youtube頻道，不錯過任何影片
https://www.youtube.com/user/eballgogogo

 都看完影片了，不如再加一下蘇貞昌的Line
http://line.me/ti/p/@eballgogogo","1566627096","1578203240","/watch/?ref=external&v=508480663256526&__xts__%5B0%5D=68.ARDIuchWZ1LcNRcD8eT2TycWxYIyAocXv0VTe_J_z-1YgjpuOlqdoxVnylYZJyNPA691CvYg-AlR7hdoTZvFvTx5wV0bbVGyg2mr-EuCC3M7KN9qU1BvroDeK65YRIjUC77XCWTGZ7neun9sLZ1iSk0Ht_fEMYrHF8kUo_uyuBWG_eE6HjD8PPA-qXZC5WKHtRFKyMOMCxmtmcJViHILsJoakYh1do0Whd4T_Ze0rWElEgG3NmxnUFahkqY8hi-ALfdFOSHjxD6cy8i93sj44AuNrSs_a0p8SqWFFEpEYx18jHhneDjWS6tutPQdygq97fZGKFUZBnqHUhHjrlwjUi1EAcoNjQ&__tn__=kFFHHH-R","https://scontent.fbom19-1.fna.fbcdn.net/v/t15.5256-10/66710631_508482836589642_8838375815595950080_n.jpg?_nc_cat=101&_nc_ohc=BH4gc5ptPS4AQlEUYMmkQy71wMVUGnJ2N3fJThfs2wNSk1nL6tuGYMWbw&_nc_ht=scontent.fbom19-1.fna&oh=7acfb214a5be401cf99c51fae790fdab&oe=5E930DCE","undefined","防颱第一 蘇貞昌打給各縣市長說......","Posted by 蘇貞昌"
