url,time,text,posttime,crawled_time,attachment_link,attachment_img,attachment_img_alt,attachment_title,attachment_brief
"https://www.facebook.com/DoctorKoWJ/posts/1945045162264121","1566190136","最近大家開始比較批公文的數目，媒體也跑來問我一天批了幾份公文。

坦白說，批幾份公文根本不是重點，因爲印章蓋下去，只需要一秒鐘。重點是，公文的內容是什麼？有沒有仔細看？剛當市長時，最不習慣的是一個簡單的公文都要蓋十幾個章，根本是浪費生命。

所以我每次在市政會議，都鼓勵公務員：「先開會、再寫公文」，先把爭議釐清，建立共識後再寫公文，效率會快很多。

這幾年下來，以外科醫師的標準，公務體系還是太慢。但每天盯、每天操，效率確實有改善。我們的 #危老改建的核准數量是全國第一、都市更新的審核效率，也因為「
#168專案」，從原先平均3年以上，加速到不到半年就完成手續。

迅速確實，是台北市政府追求的施政文化。

 ---
加入我的Line，我會每天傳給你最新的市政資訊 
https://line.me/R/ti/p/@kpteam","1566190136","1571182048","/DoctorKoWJ/photos/a.136856586416330/1945037782264859/?type=3&eid=ARAiAmTNWAP2aTMiPpAEJ7oNUo6xhsYhpRlFHdSIl_8_NkotyNVcMY7mml26Bat3iAgtAAQMCHtSdheE&__xts__%5B0%5D=68.ARAaVcLUcYIlei38hNGYgLEXqV5qbsm3soRoYoulCEaC2xQCbIoMKeINFmROTxEVzEhf0YZtJM6nQAKLgOewLrmU2gVF8sIOrSkPbpnanQNImBiO0XvBiFLesS0TISR2KS0IAI9cVoFmeRBxWJ6knOmPcQcBpoIDmqLmrITwokM3w-EUBpoyt8CacylzHqoei0YfcwjEFnXc4x_aIveavs9kPKdcxva0B0tFJ6srRR9byMcyRwunsrhjvtYCRRb7Il3SHekTXcCKLw06Wj8gMHS9GiD876RRr6JSUEWlkGVGkGS4nCl32poHCT0Yr0BMHdk_OePTTUGHBDf2oYRcndXrfw&__tn__=EEHH-R","https://scontent.fhan2-2.fna.fbcdn.net/v/t1.0-0/p526x296/68744037_1945037785598192_6438197401663569920_n.jpg?_nc_cat=111&_nc_oc=AQloB_xO5wMsLwz9MCyQWZ2Oef7Ar9LJDHrTUdyIP36EJ_YwD9ZA-CSYQn7QA0gEiCs&_nc_ht=scontent.fhan2-2.fna&oh=fa74a75ac52b867aecc71a863ac8d8f1&oe=5E18ADDC","undefined","",""
"https://www.facebook.com/DoctorKoWJ/posts/1973151972786773","1567663519","走到台灣各地，我發現台北市正在慢慢影響其他縣市。

✔︎ 我們建置的「#酷課雲」系統，裡面有將近七千支教學影片，涵蓋國小、國中跟高中課程，這學期開始，#嘉義縣 
的學生就可以使用這個平台，在線上跨校選修課程，跟台北市的學生共享教育資源。

✔︎ 台北市的營養午餐，九月開始，每週都會供應一餐 #有機蔬菜，從雲林產地直送台北的學校，每週需要的蔬菜量高達15噸，這會對 #雲林 
的農業升級有相當大的幫助。我們透過消費的改變，鼓勵大家生產高品質的農產品，來協助農業升級。

✔︎ 在財政紀律上，因爲我們堅持不債留子孫，讓大家開始重視「#精實管理」的議題，不再主張沒有排富、齊頭式的社會福利制度。媒體報導，#彰化縣 
的重陽敬老金也加入排富條款，騰出更多空間在其他社會福利項目上，這也是一種進步。

✔︎ 這個月，我們要去馬祖進行市政交流，台北市不只讓市立聯合醫院支援 #馬祖 的醫療，還輔導成立離島第一個「#慈悲關懷社區
」，引進社區醫療與長期照護，也讓生命與臨終照護議題可在離島的社區紮根。

改變台灣，從首都開始，很多台北的作法會影響其他縣市，新的政策台北市帶頭去做，成功之後，再推廣到其他縣市，也節省大家研發的費用。

努力做好台北市政，就能一點一滴的改變台灣。

 ---
加入我的Line，我會每天傳給你最新的市政資訊 
https://line.me/R/ti/p/@kpteam","1567663519","1571182041","/DoctorKoWJ/photos/a.136856586416330/1973151799453457/?type=3&eid=ARBObdHaqkUdIv9FW0y4VdSjTY1Xyc6mGPle48WPHtyja341WQql3XxEXhUOTZLZeqaq2iWpIgnphPsK&__xts__%5B0%5D=68.ARD86vqIavC_hZbD3a-Oiu48rGt_KnZEJxqnbuYrI303fVgqlUbwAaSyiaZRnYoqN1WfjOxh_ZfoSAScUmUyDqtcsCeGZPxiXjr2vWlA1TDiCGGqMIgjk0mgsaEvBTeRbnqsNC1vkWGpQum8-ZMnHxivBUrhpwoOElj5Br12Z2KqiZZKyjEGD42mkRNUKOaFO4tQyU3-7s9p3mHimQxvgiGM-I_oh3NF6EpfBbaUsSyDeSYpS7ObJiAW2t1HBL_XuLZQbnMhnteVySCGKdwyymyls2kWLVdcN9weMo9etyfZGrL10BGKtu2FRU10jI24jZ_1xi0lmhpDFW3UcodLvxcpHw&__tn__=EEHH-R","https://scontent.fphl2-3.fna.fbcdn.net/v/t1.0-0/p526x296/69831659_1973151802786790_3112773630765826048_n.jpg?_nc_cat=104&_nc_oc=AQk6tcrrwYNfbmZuwOSIAasY54weJa6-np5EARviL8iPzCbMfckf1X7AqGGcJJd7cbU&_nc_ht=scontent.fphl2-3.fna&oh=036fc2495b1535466a867aab02fca6df&oe=5E275EB7","undefined","",""
"https://www.facebook.com/DoctorKoWJ/posts/1958439797591324","1566898836","【臺北與我好好慢老】

有人嫌我們的敬老卡沒有美感和質感，所以我們比照先前的世大運，建立台北市敬老服務的主視覺，再推廣到全台北市所有敬老服務的友善商店、場館與服務場所。

「臺北與我好好慢老」，就是未來台北市政府整個敬老服務的slogan。

這是我們的城市品牌小組正在努力的事情，用整體性的品牌與設計，來提升整個城市的質感，未來的敬老卡，也會採取全新的設計。

我們希望這個城市的長者，不只活得長久，更要活得健康、快樂。「慢老」就是希望透過台北市政府的各項服務，讓在台北養老是幸福的事情。

✔︎ 我們提供 #每個月480元的敬老卡，使用捷運、公車、YouBike、計程車，9月起，也可以到運動中心使用。同時，也提供 #352處老人共餐據點
，大家一起吃飯，互相關懷照顧，還有各種活動和學習課程。

✔︎ 我們重整財政，#恢復65歲以上長者的健保補助，但設有排富門檻，讓資源更有效被利用。現在，#每一區都有石頭湯服務據點，以及 #日間照顧中心
，可以更有效率的服務長者的健康。

✔︎ 為了照顧失能長者，我們 #讓聯合醫院走進社區，#積極推動居家醫療，建立以居家為中心的整合照護模式，讓行動不方便的長者，也能獲得醫療照顧。

不管你跟我一樣是個初老的「阿北」，還是已經在使用敬老卡，都是這座城市的老伴，台北市政府會努力提升軟體與硬體，讓大家可以在這座城市好好「慢老」。

#臺北與我好好慢老
#城市品牌小組
#進步價值光榮城市

 ---
加入我的Line，我會每天傳給你最新的市政資訊 
https://line.me/R/ti/p/@kpteam","1566898836","1571182039","/DoctorKoWJ/photos/pcb.1958439797591324/1958423964259574/?type=3&__tn__=HH-R&eid=ARBnsXpnK9PwZqVBkYUYzoY4JOF4rZySVF37ofUCF7iGfsn-ER0Ox5AxYP0SfQL4zmN_m1uV5dVEFaXX&__xts__%5B0%5D=68.ARAtvJ5y4Az7sA_EVo2N_eHHewtKjDBsFCMkKWVSaogcirhjbJADyvsDExUcr6dv7MQ-7i4JBkMGPRYKoDr4iqnbbX_iw6YB5NNUzfsEdlCEd8LMwuUVyMAJXl5_ns1TwCFz0B6zKXCRz9ifsdUqgm3QxsmBC2Ql9uANbLhW7moEv9aYc86k3HXifmoZBQT4DPPvKEgcVCgBIO2bO5gTrkazgAsoqyzTN-dFAT640dlJQPQBGMGBALNcV2cyTd6jYLAOoqLML-28jo6X0DXGC3ZWP7Cq5JPcP1dePKaRTfr3-yEHuVT9-fSHoaqBWRZgsKlVHK_u_N4M-nf5Bo5WWyysuA","https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-0/p235x350/69282482_1958423967592907_671339036593356800_n.jpg?_nc_cat=109&_nc_oc=AQlK6C0zmc4DGyyi4vd_a2l13bHnBITLe-_KEbAoCaltmJUBHiUrX5teJwyX70GOmWPDghk5brZ0J3xUprizUnGh&_nc_ht=scontent.fymy1-1.fna&oh=4911f2bc3c92a492e9488bcdbab7988a&oe=5E256898","undefined","",""
"https://www.facebook.com/DoctorKoWJ/posts/1961820410586596","1567075194","#陸客不來的觀光產業戰略

中國大陸停止陸客自由行與限制團客來台，面對問題，台北市政府也依據數據來擬定應對方案。

陸客平均消費金額較高，佔了觀光收入很大一部分；所以要彌補缺額，只靠東南亞觀光客是不夠的，需要吸引更高端的海外市場。

✔︎ 首先，台北市這幾年發展會展產業有成，透過「#會展辦公室」及外貿協會的協助下，#亞洲國際會議城市的排名提升到第6名
，全球排名第20名，同時我們也將舉辦2020年世界貿易中心協會年會，並取得2021年國際扶輪年會的主辦權，是近年來台灣最大型的國際會議，預計將帶入4萬名商務旅客來到台北。

✔︎ 另外，#穆斯林旅遊 
也是我們鎖定的新興市場，「友善穆斯林」政策規劃了相當多清真認證餐廳、伴手禮店家，以及觀光景點，希望在台灣的新住民朋友，能向家鄉的親朋好友推薦台北，讓更多人前來觀光。

✔︎ 同時，我們也跟中央建議，#希望擴大免簽國家到中東海灣六國
（巴林、沙烏地阿拉伯、阿曼、科威特、卡達、阿拉伯聯合大公國），讓這些平均消費力驚人的國家，可以來彌補陸客不來的觀光外匯缺口。

✔︎ 最後，我們必須加強台北市的大型活動，我已經要求觀傳局 #整合市府一整年的大型活動來行銷台北
，讓更多民眾覺得台北是個好玩、值得一遊再遊的城市，成為我們最好的宣傳管道。

當陸客變成政治問題，成為產業的不安定因素時，台灣的旅遊業就需要轉型。

作為一個服務的團隊，台北市政府會隨時因應業者需求，在產業轉型的過程中，給予最大的協助，讓台灣的旅遊業走向更高品質、更精緻化的發展。

#進步價值光榮城市
台北旅遊網

 ---
加入我的Line，我會每天傳給你最新的市政資訊 
https://line.me/R/ti/p/@kpteam","1567075194","1571182040","/DoctorKoWJ/photos/a.136856586416330/1961812730587364/?type=3&eid=ARCmTHgWy5bFu5meRcDuH-Ixpgchct8KSi6aVx-YbjDueOW5DJ1r4fD-rAHDTjTNy5jQaUNjoGKXvMIA&__xts__%5B0%5D=68.ARBc2y4-r-t_8Gh65TvdvtevndIIT6gGwZTda4EjdSV7tm5jc-SrxLHtmNIY1Gig3mzKLpyx-4z7WobYLU7IbQkeztL9BE4e-G2EQyaek4_UQ98sLKHn5mxevueIGHT-qmJhlvi1gI-CT1w2w3dqNf3J-GOQ17v6lq5e-FejjUnkgo8Mc3vAIbEyXyEqX8nUqd_9acsOaXngUi8EwRQbn2ijpiJGWp0T2yBfC-ggdVTbOQ89Clzx16L-R5yjLovFKRgi7PCjt4BGECd7pepGUqKQy_TC-0SlY1OVSLPPnr3EmBrO3ELQkZeAIskoiKEch6tqeS_O-QDtYLliExvAL_VSWg&__tn__=EHH-R","https://scontent.fbkk5-8.fna.fbcdn.net/v/t1.0-0/p526x296/69537693_1961812737254030_7511188443905392640_n.jpg?_nc_cat=106&_nc_oc=AQld1-2-0JIX6gs4WOIUT7Odnl_J0phKeCz5aEuJMBM1KvQBGgdejDgN9GuEPnI-zCE&_nc_ht=scontent.fbkk5-8.fna&oh=36723f4a5de1921446eb05c51dfb291a&oe=5E1A1CF9","undefined","",""
"https://www.facebook.com/DoctorKoWJ/posts/1927708403997797","1565262839","臺北市明（9）日停止上班及上課。

 ---
下載行動防災App，隨時掌握颱風第一手動態
iOS：https://goo.gl/5ucgUL
Android：https://goo.gl/xvfbqJ","1565262839","1571182036","/DoctorKoWJ/photos/a.415511451884174/1927756997326271/?type=3&eid=ARAT4-Hlh3LIb2m09feJQlBhQNPP8CeDa0XRd_SLSbJgLMoP5_GMnasyo8zGvNg000bwITWGF4EdR3k5&__xts__%5B0%5D=68.ARDktSY8GZLy6THkH7_ncmvXBWzsSc5AztcwDK8pnwvVCN2RmTzNijZRzDla4-JW7ZkXwDW5-X0jY82Bikv5-2eGxL0n33H1nVmjHcuK_FY_NSX1ZGN_zDE7pKK2fycFJsIHEHWDj4y5ZfaVoPkPoktod6HgutqErO3q3Zbr1T7PEwsSwV-Pr9iGGRrAxCHbO5AZjOyuvKsWGAwOG4dIs0LE6fML0lVSCrQ4KI8Al5rDzXr_VSzSvIDu_64rFE1HjGhyaZnsKUlX1Fq_8Gee7GqDGFNfx4M3FfckSWGW9ragLRfrIhjH2HaIdPz31jnkrysD7GsNTP_6RY8vK4fxVSBplA&__tn__=EEHH-R","https://scontent-sin6-1.xx.fbcdn.net/v/t1.0-0/p526x296/68299109_1927757000659604_7912426247202799616_n.png?_nc_cat=110&_nc_oc=AQmmPgoSHGtmV6xyRTR_NLb72xhL2Kysn5JPOuaMtmq6zH4II6R_RpzN2qE_aAVFWWo&_nc_ht=scontent-sin6-1.xx&oh=b124530b7288d55a52565b6601eb3f9d&oe=5E19F511","undefined","",""
"https://www.facebook.com/DoctorKoWJ/posts/1950188318416472","1566474951","今天下午，日本自民黨青年局局長佐佐木紀眾議員，率領參訪團來台北市政府拜訪。

他們感謝我在今年五月率團參訪日本東北地區，並且主張用科學的態度來處理福島五縣市的食品問題。我們也感謝日本這幾年對台灣的支持，尤其是觀光這一塊，日本高中畢業生來台北進行「修業旅行」的數量越來越多，雙方的交流非常熱絡。

今天來參訪的很多是年輕人，他們都是日本政界未來的希望，但他們也坦言，現在的日本年輕人並不關心政治，問我有什麼好方法，可以吸引年輕人重視公共事務。當然，他們最關心的還是年底的大選議題。

我告訴他們在台北市執政的心得，「對的事情做，不對的事情不要做，認真做。」但要做到，需要堅持。另外，年輕的聲音應該被採納，例如我們有青年海選，市府內部也有青年事務委員會，長久下來，就不會讓自己跟下個世代脫節。

我相信在日本，對社會最有影響的不一定是總理，就算是當年的明治維新，坂本龍馬對日本的影響絕對比當時的伊藤博文還要大。所以我告訴這些年輕的議員們：不一定要做政治的領導者，而是要做文化的傳道者。

台灣和日本關係密切，同時面對中美對抗的國際局勢，所以我們也非常期盼雙方的交流能夠延續下去。

 ---
加入我的Line，我會每天傳給你最新的市政資訊 
https://line.me/R/ti/p/@kpteam","1566474951","1571182042","/DoctorKoWJ/photos/a.136856586416330/1950188191749818/?type=3&eid=ARArXncHiGnDQ14AqNJD5CzrlJAvyLe_2hr9cbz5_oWheLMzB95PCP7tzrMlNBeafZjnx-7ncLlCyQy-&__xts__%5B0%5D=68.ARDS47WSYHp01UGH-h0spSxJvKbGQS-g9wJk-Xz4Jfyn-IKNsASlFYyPMhC25kXAgK3lpH3fN6i9PuW5wBifhCd6uZQP6rAKa_FMGlNcBtA3MFUbiXNhjBcMXRuRq-nNbIT9xu6IGSfpeuRq2an1tReimaLHyM4sOhSrLvFhinNxcDD5CWrF47LIbWIt78nX-Fgey63VqCYEhWTeIbCbxVziIB1BIfOjCNoxwGMDSPofAjmZXKhCAxT4tYieKHtakLKydtCJTihWKhMSwjPlKp-Upo5l_2CaeOagxjJ470IJrH8LrJzh77OH75EvMXYYOp5iHqpvpjiVHmyaEsgL_hPsHg&__tn__=EHH-R","https://scontent.fbkk10-1.fna.fbcdn.net/v/t1.0-0/s526x395/69237134_1950188195083151_8892004422226280448_n.jpg?_nc_cat=110&_nc_oc=AQmA0vkLoJ3E0lqqhrdFxLlcOAcLzXhOaDhId5QKcA3-XBS9NY-yYjPF-MzzuTl0hjs&_nc_ht=scontent.fbkk10-1.fna&oh=4a3c905a88130ca2b5b7409f298aedff&oe=5E1EB108","undefined","",""
"https://www.facebook.com/DoctorKoWJ/posts/1923901261045178","1565064271","今天，我們成立了台灣民眾黨，就是要以台灣為名、以民眾為本，台灣就是我們、我們就是民眾。

 我們相信「眾人的智慧，超越個人的智慧」，所以要集合眾人的力量來改造台灣，確保每個為我們在國會、在全台各地打拼的夥伴，都能實踐正直誠信，與改變政治文化的理想。

 希望這個新政黨的成立，可以在藍綠之外，讓台灣人民有另外一個選擇的機會。","1565064271","1571182037","/watch/?ref=external&v=2345158059082036&__xts__%5B0%5D=68.ARDZCIVRj819bkUtvl996V0M3z0kVHQXm4rMj_xaHoDZIcwIyAznE7cjevlnus6xRl05_y7noKlLA4iq-wszcAqvZgxYTp_tjQHShu-u1KALYpjckk9iNhcCo5DPFPp4EiRqxH9ZL_mRRgiakNX4p8KTSFnYBSRcB-t7Xa4AdMZNvKG2c7qKCae1XV5hShHXZKEKeHHwAVQhUfzvbmG1hDUD72B7ux7yF9oBQlLKVKqTcb2pC2QWUBNIW3iSiKQGROkMXZCAohc2z0i4uZbNiFJeof7JCJ-IIxjXMWCueVurp94wQbCFqi6R9F9cbPaa8WDRzMw0F8xzj05CYfYALj07e9g0dD3gLwN2yR5qtJ_ja5jF0RAHgL6VchCVuvHfMW5e3AOlFpLBtYrz8fW6vG81O13m5zwXcieqrvCl6KhBqoiYtRM5wkbw2tth52cgc3yw4ut9UXYD6LNJcS8bjO7gJ638NdDkpVgnlCZ74THjl3wi103qiSvvLGPj5dxF1IJP&__tn__=kFFHHH-R","https://scontent.fbkk14-1.fna.fbcdn.net/v/t15.5256-10/66017822_2345213042409871_8885539439883845632_n.jpg?_nc_cat=104&_nc_oc=AQl9r3jX_WHN8M04yym2PC4Jw2AuTAD9CLlFWqqPf5dChIugquZ2jVUPWIhmsXneID8&_nc_ht=scontent.fbkk14-1.fna&oh=afde38e7ad5f95fcc6e8ff7092f61b0d&oe=5E18AD73","undefined","〔直播〕台灣民眾黨創黨成立大會","โพสต์โดย 柯粉俱樂部"
"https://www.facebook.com/DoctorKoWJ/posts/1914306415337996","1564553861","#拼東區轉型
#創造大型封街活動
#協助成立商圈組織對話溝通

要復甦東區，我們先從大型活動跨出第一步。

上個禮拜，我們在東區舉辦「臺北東區PLUS-混有意思」，找來藝人、樂團、DJ來演出，同時串連周邊上百個店家，這是東區商圈幾年來難得一見的大型封街活動。

東區，一直是台北市潮流文化與音樂產業的發源地，巷弄內也有很多時尚的特色小店。不過，網路電商興起，實體店面式微，所以人流也減少了。

這是東區目前面臨的瓶頸，可是危機也是轉機，過去東區沒有商圈組織，趁著這一次的振興計畫，市政府協助在地商家組織了商圈發展協會，希望結合在地力量，透過公私協力的方式，討論出東區的定位與發展方向。

確定定位可能需要一段時間，但硬體的改善可以先做。所以我們先改善東區巷弄內的人行空間，加強商圈的景觀照明。同時，我們也要活絡捷運地下街，透過地下街的再造帶來更多人流。

上週的活動只是第一步，過去西區有「台北燈節」這種代表性的活動，未來東區也會陸續舉辦大型活動，希望可以為商圈帶來更多人潮。

#東區振興計畫
#混東區
#進步價值光榮城市

 ---
加偶的Line，我會每天傳給你最新的市政資訊！
https://line.me/R/ti/p/@kpteam","1564553861","1571182039","/watch/?ref=external&v=2329996093763540&__xts__%5B0%5D=68.ARCTRfnxUu07IO-R5npC_TvvdlWyCy8ILxgFcoBdExLMP8Nl6AtDvj0C6P0rd7V3NERbMTRGqDzEqx3-EhpgZ_cgtZk6AzIUKhOyMux-v5Hsfrb4zultjcO36NXU-Lmju8Zo6dmAlniTkjH3_IIX2AtNgWk2mhUv3zH2fxDL0Nv6D0DI77WyySsGQmB8wUqY4bZrn05Oo-1s46xmt98NuBW7mAdIntm-IqxRqYFvct2aOc7OJNkG5cKqTI99oA5sUKRdoCvOQiatxv7jMxvd2PUqPgSKt5Qwhr_may5w_a37zn8Z9nIm1vR-UieVqqaLuI1DDxH0zsPNrN6YbaLqN-PWId4P5ijLkug&__tn__=kFFHHH-R","https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/66266617_2329996117096871_736415337385295872_n.jpg?_nc_cat=111&_nc_oc=AQm9f_wxCCsoagbqz9pCS1aH9T-auHThP8c2e_oIIclWCqXDuDwDMoyqXAheJR3EcPE&_nc_ht=scontent-lax3-1.xx&oh=d9eac3c9cc3cbcb77b4e95555022ef78&oe=5E31B6E7","undefined","混出東區新風貌｜市長不在辦公室","Posted by 柯文哲"
"https://www.facebook.com/DoctorKoWJ/posts/1937344393034198","1565778641","【勵志片】

2016年成立的Twitter帳戶，在沒有廣告的情況下，追蹤數默默的突破了25萬人次。每次我用英文發twitter，其實都是一個澳洲帥哥幫忙檢查文法，他叫做翰禮，來台北市政府實習，看他長得這麼帥，去拍電影應該會紅。

今天聽說要用英文翻譯柯語錄，翰禮則是來當我的小老師，我想是這樣啦，學習外語沒什麼捷徑，敢開口就可以了。

希望這個影片可以鼓勵到大家。

 ---
偶的Twitter，每天都會更新，歡迎花囉！
https://twitter.com/KP_Taipei","1565778641","1571182041","/watch/?ref=external&v=490990848143131&__xts__%5B0%5D=68.ARBb09yPNvgvf_89nMd52UQFzVBoYSOq6HwFTjxZQNUYxotODy_BkTiS17Ibt_Z0mOA2ti9fSHxP1dguzXb0Zm5s6rtsGDUDGuCtGnEaQf6pymd1VxF126SVgwEkCkncyw-vP3X-jxbN62ycSxzRIfQ8okphqq6nHot1Vdu14Qg6iu6yDO2sXdvs67jAsVUt9FoI8YHrfPYrvX3KtvVTeqbHSqPui9KZvjJWX3r94aYI8Pqng_1mkM-olpIL9smGKibgw8txWQ7E4w4LXbbTmTs2qGXOVQMQo4OaQcC8EZRZ5ZqFxfPLitI0PgYz2JwgwLyApRhIYyRHBDpIcmMk3-_7SmyWcTKR4W0&__tn__=kFFHHH-R","https://scontent.fgyd4-2.fna.fbcdn.net/v/t15.5256-10/66666402_490991454809737_1468643064477122560_n.jpg?_nc_cat=102&_nc_oc=AQnjsZ_wowt1d_f_AtLps3G0bDCRjH2Ha9Aa01sOJdK7tR5ydQ5kNWXj0SG5wN7ZKK0&_nc_ht=scontent.fgyd4-2.fna&oh=a62d27d4aaaf0cb8bac4c5dd7f3f1dc5&oe=5E5F1F8C","undefined","英語柯語錄大挑戰｜推特25萬訂閱彩蛋","Posted by 柯文哲"
"https://www.facebook.com/DoctorKoWJ/posts/1946800865421884","1566288907","#更宜居的社會住宅

從今天起，我們興建的公共住宅，重新正名為「社會住宅」。

社會住宅不是只有興建而已，後續的維護管理更重要。前幾天，我特地去我任內完工的健康社宅和青年社宅，視察目前的運作情形。

當年，我們在健康社宅釋出10%戶數，提供「青年創新回饋計畫」讓年輕人免抽籤、用提案來申請社會住宅。希望年輕人用自己的創意和力量回饋鄰里與社區，同時提升社會住宅的居住品質。

現在，有年輕人發展了社區親子教育的支援網路，也有年輕人募集市場賣相不好，或沒有賣完的蔬果與住戶分享，甚至做成水餃給大家。或是推出手作工作坊，讓社區有一個交流互動的大平台。

萬華區的青年社宅因為剛落成不久，很多入住戶還在忙著搬家，都發局特別採用無紙的E化點交系統，大幅提升效率。同時，也有媒合平台提供傢俱選租，讓住戶不用再煩惱到處張羅傢俱的問題。

硬體蓋好了，軟體的提升才是更重要的工作，有好的管理與社區營造，才能讓社會住宅撕掉過去「鄰避設施」的標籤，更成為周邊鄰里社區的好厝邊。

#健康社宅
#青年社宅
#進步價值光榮城市

 ---
最新的社宅興建進度，都在戰情網
http://www.hms.gov.taipei/

加入我的Line，我會每天傳給你最新的市政資訊 
https://line.me/R/ti/p/@kpteam","1566288907","1571182038","/DoctorKoWJ/photos/pcb.1946800865421884/1946794012089236/?type=3&__tn__=HH-R&eid=ARBsGUKgbkFVbeH2Ez89iCa7jO0EV__w1uUkjlqFZnPcHHr9b3_-qTnoQ40QHkjk6E1pGUjzu5w-RnqS&__xts__%5B0%5D=68.ARDmsygIL5w9ZsQF_7CkHepqCDkrntskhFnUa-DSV2vTh2cprOT-19xZfHRHrrydXMmcsJsRzQdEd6qZUp90lYnUjYCTrkKmYojHzsYsz9t-uPxIGrT47LAeOS-aY-ak21ND2eOTanD_1y5F-3kmMTUrI3L6ZycoDgrevs-Jc_zvyfxmMglM17VXYP5qDt-n1t_s6Qbt5bmCcAI_tqkx0FyUEzOHJmkJhyuzJC4IxT4_yl4VXEBEaSEcA0driENlUlOE84JihcVoSethfqo33v9X4tCZAzfvSq6dGOY7gCyuiv4gMux5WWCphJBSw3fBxnk_c3_YhP18xzGt8AUeBhDAxw","https://scontent-lht6-1.xx.fbcdn.net/v/t1.0-0/s261x260/68589188_1946794022089235_4073258502905135104_n.jpg?_nc_cat=100&_nc_oc=AQnalN3nL1u6vcGuEQu8N8fdQMtYFbtY_yCP3oOY8S5JEDN8nQQFuu8PAHze6S_0zmM&_nc_ht=scontent-lht6-1.xx&oh=0d02062e8c04532515c7ba3f87b946bb&oe=5E1FC52D","undefined","",""
