﻿url,posttime,text,crawled_time,url,attachment_link,attachment_img,attachment_img_alt,attachment_title,attachment_brief
"https://www.facebook.com/lodrorinchen/posts/2222395108022928","1545739416","耶誕節第二發

 
今天拿到今年的第二本書、也是《辯經》系列的第二本書：《辯經・理性的浪漫》，剛好在耶誕節（但應該沒多少人知道今天其實不是真正的耶穌誕辰當日）出版，除了希望作為我送給大家的小禮物（有償禮物？）之外，主要的原因還是在於，這本書象徵的、是一個新生的佛法世界觀，提供我們一個新生的生命。

 
將它與上一本《辯經・辨人生》相比，上一本的重點在於「有漏生命的終結」、鎖定原始佛法的教導；而這本則關注於「無漏生命的開展」、談的是早期大乘的法門。但是，如果對上一本的基礎沒有了解、單看這本會是非常吃力而辛苦的。

 
雖然如此，但它談的正是適合忙碌現代人的修行之道、讓你在閱讀之後，能夠一泯內心對於佛法的許多誤解與恐懼（主要是與因果有關的恐懼），以及對於自己沒時間修持的一種罪惡感，得到世俗生活與佛法生活的雙贏和自由。

 《辯經・辨人生》 https://goo.gl/h2uBXE
《辯經・理性的浪漫》 https://goo.gl/MRZ3ys

 p.s.這張照片的重點其實是要說，一年寫這麼多文字的代價就是濃濃的黑眼圈，但封面用的字體實在是美哭了，讓我自拍時一直不專心。

 另外，謝謝大家的支持，根據本書編輯團隊的說法，我們在博客來的預購成績良好、他們原本進的第一批已經預購一空囉。","1569734325","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2400447090217728","1569340368","密法跟淨土宗有什麼異同？

 你有技術要創業跟你想靠關係進大公司兩者能一樣ㄇ","1569734325","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2395894547339649","1568817782","#重要課程訊息
#系統性禪修課程

 給自己的禪修生命一個機會，點進去看看這兩張介紹吧。

 2017年，我開過兩堂「金剛句」的禪修課程，後來就沈寂至今，主要的原因，是因為我在觀察學員、我在準備教材。

 
佛法的修行是什麼？簡單來說，就是透過於心理的訓練技巧，來滿足我們的種種需求：小至提高專注力、暫時擺脫煩惱，中至開展神通、自利利他，上至解脫、成佛，無不以心理訓練—禪修為其基礎。

 
所以，佛法發展兩千五百年來，不論是哪個地區的佛法、哪個流派，都有自己所重視的禪修系統，諸如巴利語系的內觀、華語系的禪宗，或是藏語系較為人知的大手印。然而，這些系統被建立的時候，其時空背景、聽眾能力，與現今的我們有各層面的差距，這也就導致這些系統向現代人傳播時，往往會在某個地方「卡卡的」。

 
以大手印禪修系統來看：早期的聽眾，要不就是學富五車的學者（如那洛巴），要不就是充滿虔信的勇士（如密勒日巴），直到岡波巴大師的降臨，才將大手印禪修系統，設計為一個「能透過顯教經論」到達的系統。

 
問題是，此處的「透過顯教經論」並非只是「知識上」的透過，而也包括了「禪修上」的透過。然而，綜觀現在較常見的大手印禪修教學系統，有些是重視純粹的禪修、而少介紹系統性地經論，或是的確有介紹系統性地經論，但是回到禪修時、仍然還是同一招「大手印禪修」。

 
古諺云：「多修者斬斷增益」，意指只有經過實際的學習與練習，才能知道謬區在哪裡、也才能避免它，如果沒有機會循序漸進經過顯教中，小乘、大乘各宗派的思想，以及其思想在禪修技巧上的表現，我們不會知道「哪些作法是對的，哪些作法是錯的和該如何面對它們。」這也是為什麼，這兩年餘的時間，我不停地觀察大家的需求、翻譯需要的教理教材並籌備課程。

 
幸運的是，如古諺所說：「往昔祖師傳記，即隨學弟子修行。」過去大師，是我們的典範：他們也是經過一系列的經論學習，包括知識上和禪修上的，步步登上美名之金剛持果。因此，2019年再次重辦的「金剛句」課程，以「杜松虔巴的養成計劃」為主軸，期每位學員經過五階的課程，在顯密各經論的基礎知識上、基礎禪修技巧上，都能達到「多聞者能辨利害，多思者能伏煩惱，多修者斬斷增益。」的結果。

 金剛句禪修課程，是一個滿願之珠：我們並不要求每個人都要到達什麼偉大的地方，但經過這系列課程的體悟，祈願學員都能依循前說的下、中、上等次第，滿足自己的願望。

 p.s.17年上過課的同學，由於這一系列課程有根本的改組與設計，所以也請回來上課吧。","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2307340532861718","1557923459","積福加速器—施食法門 課程通告

 a.施食介紹

 施食，意指給予食物。是透過佛法的力量，將食物轉化給其他無形生命食用的方法。

 施食有幾層含義：

 1.祭祀

 佛法認為，已經過世的仙人一定會轉世，這種轉世共有六種型態、六種可能性：天、人、阿修羅，這三者稱為三善道，三善道的生命與傍生（畜生）這一道，是不需要被祭祀的

 剩下的兩道中，地獄無法被祭祀的到，而只有「餓鬼」才會需要我們的祭祀。

 換句話說，「施食」就是佛法版的祭祀法門。

 2.積福

 佈施給鬼神來累積福德，在佛法中很常見；現在許多人喜歡用煙供（包括我自己的部分業務朋友都會來問我）但其實這對一般人來說不太安全（詳情如下）。

 依照佛法來看，最適合一般人的安全施食方式，就是「水米施食」，也是我們這堂課要教的內容。

 b.課程背景

 
羅卓仁謙佛學平台的建立，主要事件是基於2018年三月左右，我曾對於現在坊間很流行的「煙供」做出批判，後來為了介紹正確的方式，所以開了一堂「施食」課程，然後就陸陸續續開設一堆課程直至今日。

 
然而，18年教學的施食法門，是依照經典記載來實行的技巧，我們後來注意到，每個人還會有許多不同的需求，因此就按照藏傳佛法中蘊藏的佛法，設計了一系列的經折本，並且開設了一系列的教學課程，滿足諸如長壽、滿願、除魔、消災等各類需求。

 （經折本連結：https://shopee.tw/mokshah）

 這一系列的經折本設計已近尾聲，所以最後一本就以藏傳佛法中流傳的「施食」法門來作為終結吧！

 c.重要性

 
密法記載，身為佛弟子的標準有兩組：一種是「思想上的四個標準（四法印）」意即主張「諸行無常，諸法無我，輪迴皆苦和涅盤寂靜。」，一種是「行為上的四個標準」，也就是針對四種對象來進行施食。

 概言之，依照這個角度來看，身為佛弟子，你一定要會施食。

 其次，諸如《喜金剛本續》等許多文獻也記載，一般忙碌、無暇禪修的佛弟子，如果希望快速累積福德、滿足願望乃至得到鬼神協助，也必須施食。

 d.特色

 施食法門很多，為什麼要上這堂呢？
1.如果沒有了解背後原理或一定修為，就冒然投入煙供等其他施食的修持，極容易帶來危險。
2.這堂課程的操作內容非常簡單，只有三個步驟。
3.這堂課程的操作內容極為安全。

 -

 時間：2019年5月25日（六）下午3點45分～5點（3:30開始報到）
地點：上慈居，台北市南港區玉成街166巷20號（近後山埤站2號出口）
費用：場地費台幣300元（於報到時現場繳交，請自備零錢）
報名截止時間：2019年5月22日（三）11:59
＊費用含《餓鬼施食二法印》經折本一本

 報名網址：https://goo.gl/45YzDz

 -
照片是2018年施食課程的教學現場","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2306183309644107","1557770263","四個過程，證明你就是隱藏版佛陀。

 前言：

 前幾天發了篇文問：「你對於如來藏有沒有什麼問題？」然後楊灝灝
大德的問題：「如何不依靠聖言量證明如來藏存在？（怎麼純靠邏輯證明，我們每個人都有如來藏。）」讓我手癢到不行，不過今天很累所以逼自己要20分鐘內寫完這篇。

 開始。

 論點：我們每個人自心真正、本來的樣子，就是佛（所以我們都有隱藏版佛陀AKA如來藏）
論述方式：透過四個邏輯過程，推導出以上論點。

 一、「心」是副產品

 首先，依照原始佛法的角度，我們此時此刻的「心」完全是感官跟外境的副產品。

 
比如你現在在讀我這段文字的這個「心」，是你的「眼睛（感官）+手機螢幕（外境）」兩著接觸後產生的產品，這兩者缺一不可；在這樣的前提下，「心」完全是依賴於感官+外境，而不是獨立存在的一個東西。

 簡單來說，沒有感官運作就沒有心可言啦！

 這種論調其實跟現代一般人認為「意識」不過是大腦的作用很像：「意識」依賴於感官、神經還有大腦等一堆東西，沒有後者，意識就斷了。

 當然，會有一些異議者，認為「那比如在做夢、或是放空時的意識，當下沒有感官在運作，但是它還是存在阿，這哪來的？」

 嗯，沒錯，根據佛法論點，基本上那是屬於感官的副產品的再次衍生：首先，感官與外境接觸，產生「識」，然後這種「識」停止運作（滅）時，它自然會催生出意識的存在。

 換句話說，所有的「識」、「心」都依賴著感官，沒有感官就沒戲唱了。

 這種論點是原始佛法的論點。

 二、你看到的是訊號。

 到了小乘佛法中期、大乘佛法早期，這種論點開始出現改變，這個改變的基礎是「時間差問題」。

 
這種時間差問題，用白話來說就是：「你現在看到的不是手機螢幕，而是手機螢幕跟眼睛接觸後，眼睛投射給你的訊號：眼睛必須在第一個當下看到手機螢幕後，才能在第二個當下創造出訊號（因&果不會同時），所以訊號出現時，前一個當下的手機螢幕已經不見了（每個事物只存在一個剎那=無常）。」

 所以，我們自始至終看到的、聽到的、聞到的，都不是外境，而是感官碰到外境後傳導給我們的訊號。

 我們不曾看到這個世界，我們看到的是感官給我們的訊號。

 嗯。

 三、分家了

 這個論點的下一步延伸來了：你要怎麼證明，做夢時看到的世界、跟日常生活看到的世界有差別？

 嚴格來說，做夢時看到的是一堆「訊號」、白天看到的也是一堆「訊號」，唯一的差別是後者有「感官＋外境」作為背書，而前者沒有。

 但，問題是......

 如果你從來不能真的看到「感官」、也不能看到「外境」，你何以證明它們存在呢？

 反過來說，夢境正好是一個反證，證明：「沒有感官+外境，仍然能讓我們看到一堆訊號啊。」

 
到此為止，佛法正式走入了「唯心期（我自創的詞不要嘴）」，也就是認為「心」獨立於「感官+外境」之外。跟原始佛法主張的「心是感官+外境的產物」相比，唯心期更鷹派的認為，心才是主角，那些感官+外境不過是過去經驗創造的一堆雜訊而已（簡稱習氣）。

 唯心說基本解決了兩個關鍵問題：

 1.轉世問題

 不得不否認，轉世問題是佛法的大難題！特別是如果我們認為「心是物（大腦）的功能」，那大腦死後何來「心」之存在，實在難以解釋。

 但既然心與大腦正式脫鉤（分手/分家），那大腦（物）的死掉就不能推導出「心」的死掉；而心又理因沒有其他因素能影響其生死，所以自然會持續下去⋯⋯

 此即轉世。

 2.終點問題

 承上題，這樣我們就會推導出下一個論點：心會持續不斷，沒有終止的一天。

 四、結局就是起點

 從概率上來看，既然心沒有終止的一天，那每個人終究會覺悟、會成佛，對吧？

 這裡的重點是，成佛不是「你要不要」的問題：成佛意指「看清世界真相」，用佛法術語來看，就是看清「輪迴與涅槃的所有表象與真相」。

 想像地球的某處有一個石頭，然後你主觀上沒有「想不想」看到它；但如果你的壽命沒有終點，放到一個無限的時間來看，推導下去，你終究有看到它的一天吧！不論機率多小。

 嗯，「終究會成佛」的基本邏輯大抵如此。

 下一題是，成佛之後我們會變回凡人嗎？

 
既然稱為覺悟，就是看清真相：典型的例子是，一個近視眼的人在暗房中看到一條草繩，誤以為那是蛇（看錯了），所以感到很恐懼；當他有天看清了（覺悟），你覺得他還有可能再把那個當作蛇嗎？

 所以，成佛是不會退回凡人的。

 既然如此，我們可以推導出一個結論：任何人終究都會成為不會退化的佛陀。

 既然「覺悟不退」是我們的終點，而這個「不退」又是因為它建立在符合真相的基點上。所以，我們會說：覺悟不退，就是我們本來的樣子。

 這裡的「本來」，是指一切刻意的終點、一切刻意努力也都無法改變的終點、一切刻意努力到這裡就無法再往下走的終點。

 
當我們到達「覺悟不退」這個終點，它就沒有再刻意的空間（阿都終點了），一切刻意努力也無法改變它（因為它符合真相，所以不退），接下來，我們只能陪著這個覺悟不退的終點，繼續我們的旅程。

 覺悟不退，就是我們本來的樣子。
所以，佛陀，就是我們本來的樣子。
所以，我們都有隱藏版的佛陀。
所以，我們都有如來藏。

 -
以上第一點到第三點的推導過程其實挺粗糙，細節可以看我《辯經》兩本書。

 不過重點是這第四點，而這方面我不是專家，不過有興趣的人你一定不能錯過：

 📿活動名稱：《闡述他空源流：第三世大寶法王及篤布巴二祖師之他空思想》

 📿主講者：覺囊派法王──嘉察秋能仁波切（現場提供中文翻譯）

 📿活動時間：6月2日（日）18:30-21:00（18:00進場）

 📿活動地點：台北市金華街199巷5號2F（淡江大學台北校區中正紀念堂演講廳）

 📿費用：每位參加者 新台幣300元整（含《第三世大寶法王論集》一本）

 📿報名方式：一律採網路報名。報名網頁：https://www.beclass.com/rid=22414765c99b591aeb1e 
報名截止時間：5/27（一）11:59

 -
這張佛臉被我上馬賽克了，象徵「隱藏版」，有想像力的人請自己想像自己的臉在他臉上，啊實為民俗信仰卻自認為基本教義的人不要來嘴，我不會理你的。","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2354840848111686","1563724696","#文長慎入

 《佛法談「貧窮是一種原罪」》

 看到《寄生上流》中有一句話：「因為有錢，所以善良。」，讓我想動筆寫這篇文章：但是會先從遠往近鋪陳，所以讀起來一開始會不知道跟這個主題的關係何在。

 a.前言

 斬斷輪迴、停止轉世，是佛法的核心議題。在這個大架構下，佛法關注的問題大概是三個層次：

 一、斬斷輪迴
透過產生智慧，斬斷無明；讓我們在臨終時無求生欲而不再轉世。

 二、轉世成更好的角色
透過穩定的內心，控制煩惱；讓我們在臨終時能夠控制心念，而創造好的下一世。

 三、轉世後過的更好
透過行善避惡，讓我們轉世後下一世的條件更好。

 
在這個架構中，最好的當然是一、其次是二，一和二都掌握不了，才退而求其次的追求三。但隨著佛法許多內容在傳播上的膚淺化，現在很多佛教徒重視的都是「業」：造善業、造功德、懺悔惡業etc.都在「三」上面打轉，而毫不在意一&二了。

 b.佛法膚淺化

 只在意「業力問題」，幾乎是現代佛法＆泛佛法（各種吃佛法豆腐的民俗信仰or新興宗教，比如妙禪。）的特色，這讓佛法超級無敵膚淺化：什麼問題，推給業力就對了：
為什麼你會生病？因為業障。
為什麼我修行無力？因為業障
為什麼禪修會打瞌睡？因為業障。
為什麼我最近衰衰的？因為業障。

 反正什麼都推給業障，就解決了：大概跟現代一堆精神分析，什麼都推給精神創傷。不然就是川普遇到什麼問題，都推給移民or中國or中國移民，就萬事大吉了。

 
既然什麼問題都是業障，那下一步就是要怎麼「消化」業障：正常一點的，包括懺悔、拜懺、捐錢、放生、造塔、蓋寺院、蓋佛像、印經，中間一點的包括煙供、火供，歪一點的就是供勞斯萊斯、供身體（咦？）之類的。

 
膚淺化引申出的問題就是「妖魔化」：川普會一直說移民很糟，一堆佛教推廣者會一直說業障超可怕：踩到蟑螂有業障、供佛手不乾淨有業障、抄經打瞌睡有業障、開車罵髒話有業障。

 移民越糟，選票越多；業障越重，供養（What！）越多。

 c.沒有最膚淺，只有更膚淺。

 
如前所說，如果將佛法的思想體系分割開來看，討論「業力問題」的內容比重大概只佔了20%，但就算是這20%，裡面也有分正經、深入的解釋，跟誇張性的解釋兩種。悲慘的是，我們現在大部分聽到的都是誇張性的解釋：在這種世界觀中，什麼事情都是來自「業障」、然後所有的問題都是為了解決業障。或許主要是因為，這種超級膚淺的佛法觀點，很好入口、很好入手，很好「講」。

 
作為一個佛法教育工作者，要能夠掌握上說的「一、二、三」，不是一件太容易的事情，但是如果你什麼都推到「業力」，哇噻就簡單許多：只要講一堆《俞淨意公遇灶神記》、《太上感應篇》，然後再拉回來講兩三個佛典故事、弟子規聖人訓、諸惡莫作眾善奉行bla
bla bla就搞定了。

 或許可以說，佛法膚淺化跟佛法教育工作者膚淺化有關。

 d.BUT！

 但這邊我們會遇到一個難題：阿也有不少佛經講了很類似這種膚淺化業力思想的主張啊！

 
沒錯，比如佛的本生故事（描述釋迦牟尼佛過去世歷險記）中，就講了許多聽起來超民俗的故事：佛陀曾經用矛殺了人、成佛後被一支矛刺穿腳掌之類的。這些故事真的聽起來像是「一切都是業力的陰謀」然後「你要是不搞定業力你就挫屎了啊！」

 Well, 根據《薩婆多毘尼毗婆沙》（這是一部研究戒律的權威性著作）的說法：「凡是本生、因緣，不可依也。此中說者，非是修多羅，非是毘尼，不可以定義。」

 白話翻譯：本生故事都是勸世文。

 另外一種情況就是像《地藏經》裡面說：「南閻浮提眾生，舉止動念，無不是業，無不是罪。」
白話就是：地球人每天都在幹惡業（不要問我誰是惡業，我會揍你。）

 恩，這個是一個比較值得關注的問題，其實也是此文的重點。

 e.經vs論

 
佛法的經論在討論「業力」問題的時候，會發現一個特色：經典傾向於大方向、模糊化，但論典傾向於縮小範圍、具體化，主要的原因在於：經典，很多是在特定的天時、地利、人和的情況下所宣說的，而論典，則是跳脫這樣的情況、討論一個從一而終的準則。

 
比如關於「惡業」，如果依照論典系統來看：要造惡業不是那麼容易的，必須具備動機明確、煩惱所致、對象無誤、付諸行動、完成滿足等許多條件（比如你想殺a卻不小心殺到b，就不構成一個殺業。），非常具體。

 但是來到經典系統的時候，就這麼一句話：「南閻浮提眾生，舉止動念，無不是業，無不是罪。」

 f. 貧困，成為原罪。

 如上所說，經典談論的內容往往是視情況而定：如果回到過去的時代，地球人的確幾乎每天都在幹惡業。

 根據《人類大歷史》作者，通俗歷史學家哈拉瑞（我的愛）的說法，在近現代以前，人類一直在與三股力量對抗：飢餓、瘟疫與戰爭，用更白話來說：貧困不堪，是人類的常態。

 我喜歡看歷史劇，但我從來沒有想過要是有一天我穿越回去會bla bla
bla，因為有一點歷史常識的人都知道：所有英雄輩出的年代（比如三國），基本上老百姓是十室九空、百分之九十都死光光，而我沒有把握我回到過去，會是那10%。

 
在困頓的生活條件下，為了生存而造惡業，已經變成了人類的日常：如果從宏觀的佛法思想來看，困頓容易造業、和滿足容易啥都不幹，兩組之間有直接對等關係。比如佛法世界觀中的「北俱盧洲人（人類的一種）」，就根本不會造什麼惡業：「北俱盧人無受及定，及無造惡勝阿世耶，是故彼無善戒惡戒。」（《俱舍論》）為什麼？因為他們爽爽過。

 
貧窮是一種罪，在這裡莫名的得到了某種驗證：在這種時空背景下，強調「消除業障」的確算是合理。因為，連基本的生活都有問題了、餓都快餓死了，一般人還談什麼斬斷無明、調伏煩惱？

 g.中產階級的學佛態度

 
幸運的是，我們是現代人；中產階級的出現，不但改變了世界的政治體制，其實也影響了我們的基本認知。只有極少數的現代人，還在受到飢餓、瘟疫與戰爭的威脅。而基本上，作為中產階級，我們其實就擺脫了貧困、也擺脫了「貧困—造惡」的這個循環。

 
在這樣的前提下，還在迷信「我們每天都在幹惡業」，已經偏離了事實：我們每天在幹的，大部分都是沒什麼屁用的行為：它非善、非惡，不會有什麼好的果或惡的果，佛法專有術語稱之為「無記」。

 作為中產階級的正信佛弟子，我們早該考慮的已經不是「業力」這個層次的問題了：我們該關注的，是戰勝「煩惱」、是戰勝「無明」。

 本文重點：
如果某佛法教育者最愛用的詞是業障，他很膚淺，你要小心。
如果某佛法教育者最愛用的詞是業障，他很膚淺，你要小心。
如果某佛法教育者最愛用的詞是業障，他很膚淺，你要小心。

 -
p.s.1 佛法描述世界毀滅時，主張會出現各種劫難：外在環境的越來越衰敗，會導致資源的稀缺，以致人們再次面臨窮困、開始搶東搶西。

 看看全球暖化、人口爆炸，有沒有覺得似曾相似呀？

 p.s.2
貧困者沒有不好：其造的業多、而且猛利，因為是「為了生存」、「一生懸命」的去付諸行動：這也是為什麼，貧女供上一盞油燈，比國王供養千盞日夜不息的光明，還有更強大的業力影響。","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2402083606720743","1569518093","保守勢力好像一直藏在基督教會中吵墮胎週數的事情來發動公投，發現我好像沒有就「墮胎」這個問題從佛教立場發表完整觀點。

 所以歡迎提問，有時間會寫專文（或直播ㄅ 。","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2318436418418796","1559314811","#好朋友

 有機會希望可以多一起玩耍！

 活動報導：https://mokshah.org/20190530/

 Photo credit：欽哲光明壇城Khyentse Enlightenment Mandala","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2259523767643395","1550999830","有些人很愛拿菩薩戒來說嘴：

 「雖然某某人誹謗你的上師，但是你不應該議論她；你議論她的時候，你的菩薩戒何在呢？」

 呵呵，要從戒法來討論這個問題的話，OK：

 無上密的三昧耶律儀（包括禁戒、律儀和三昧耶三個分類）中，有一條根本性的三昧耶，內容是：

 「對誹謗上師的邪見者，不應懷有虛偽的慈心。」

 
當然，這不是說上師幹嘛都可以，而是說，討論任何問題都有「視角差異」，而那些愛拿「菩薩戒」這頂帽子扣別人頭上的人，既然要從「戒律」這個視角出發，那我們就純粹地在「戒律」這個平台上討論。而眾所週知，取捨戒法時是「上戒制下戒」（第七世大寶法王語），意指上下矛盾時、取上而略下。

 比如菩薩戒跟別解脫戒在個人的生活中出現矛盾時，應取上而略下；同理，秘密戒與菩薩戒出現矛盾時，也應取前而捨後。

 換句話說，當「避免對誹謗上師的邪見者，心懷虛偽的慈心」與菩薩戒兩者實踐起衝突時、受過無上密灌頂的密法行者應取前而捨後。

 概言之，對戒法體系沒有全面的認識前，一昧想要用「哎呀你這樣違反菩薩戒啦」的帽子扣人，就是鄉愿。

 不過對鄉愿的人說這些好像也有點鄉愿就是惹。

 #圖文不符","1569734326","","","","","",""
"https://www.facebook.com/lodrorinchen/posts/2381269802135457","1567132251","多羅五尊課程報導

 https://mokshah.org/20190826-2/

 17年底心裡就埋下了這個計畫，18年依序開始造像、請法、建立共修制度與翻譯好法本，然後今年就成就了這樣的法宴。

 
如傳法上師所說，得到灌頂與教授者，一起共修至關切要；所以從今年年初起，我們早就在每個月一次的「戒施共修」上，共修《多羅五尊成就法》，本來只限於訂閱學員，從19年9月開始，所有得過灌頂的學員們，歡迎大家每個月來一次共修：

 http://bit.ly/戒施共修

 
在共修上，我們除了共修多羅五尊法之外，也會一起唸誦解脫協會出品的幾乎所有經折本（除了《淨罪陀羅尼經》和《護法施食作法》），也歡迎有習慣唸誦經折本的同學，每月花一個早上的時間與我們一起共修。

 
另，如同傳法上師所說：多羅是個利他迅速的本尊，能夠快速成就利益他人的事業。如果你有想要利益、祝福的對象，但是他沒辦法來共修，你也可以參贊多羅六供，選擇你希望的祝福方式。我們會按照規矩，在共修時高誦參贊者的名諱，並在結束後公布：

 https://lodrorinchen.org/product/tara-offering/","1569734326","","","","","",""
